serial_number,block_number,trial_number,trial_id,trial_category,trial_gets_repeated,click_category,trial_repetitions,username,shape,int_device,ppi,mm_in_pixel,window_inner_width,window_inner_height,amplitude_mm,amplitude_px,start_size_mm,start_size_px,target_width_mm,target_width_px,target_height_mm,target_height_px,trial_direction,trial_angle_degree,start_center_x_px,start_center_y_px,target_center_x_px,target_center_y_px,start_click_touchdown_position_x_px,start_click_touchdown_position_y_px,start_click_touchup_position_x_px,start_click_touchup_position_y_px,target_click_touchdown_position_x_px,target_click_touchdown_position_y_px,target_click_touchup_position_x_px,target_click_touchup_position_y_px,click_distance_between_target_touchdown_touchup_px,click_distance_to_start_center_touchdown_xy_px,click_distance_to_start_center_touchdown_x_px,click_distance_to_start_center_touchdown_y_px,click_distance_to_start_center_touchup_xy_px,click_distance_to_start_center_x_touchup_px,click_distance_to_start_center_y_touchup_px,click_distance_to_target_center_touchdown_xy_px,click_distance_to_target_center_touchdown_x_px,click_distance_to_target_center_touchdown_y_px,click_distance_to_target_center_touchup_xy_px,click_distance_to_target_center_x_touchup_px,click_distance_to_target_center_y_touchup_px,total_clicks_amount,clicks_amount_after_start_click,click_time_from_start_to_target_ms,start_click_time_touchdown_to_touchup_ms,target_click_time_touchdown_to_touchup_ms
11,1,11,46,C46,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,39,226.18464566929137,10,57.996062992125985,28,941.7921303242609,4,23.198425196850394,down-left,300,303.0560283902825,270.4974866820561,189.9637055556368,466.3791357776443,286.3333435058594,287.3333435058594,283.66668701171875,288.3333435058594,190.33334350585938,462,191,462,0.666656494140625,23.729607344735342,16.72268488442313,16.835856823803283,26.345101019614535,19.389341378563756,17.835856823803283,4.394708451454904,0.3696379502225682,4.379135777644308,4.500081814196542,1.0362944443631932,4.379135777644308,2,1,426.90000000037253,157.79999999981374,133.3000000002794
12,1,12,5,C5,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,40,231.98425196850394,10,57.996062992125985,8,269.0834658069316,8,46.39685039370079,left,360,291.36445279968154,306.7065548666204,59.38020083117762,306.7065548666205,303,297.66668701171875,303,297.66668701171875,62.66666793823242,310.66668701171875,65,313.66668701171875,3.8005839696647326,14.73448911516525,11.635547200318456,9.039867854901672,14.73448911516525,11.635547200318456,9.039867854901672,5.146213428569962,3.286467107054804,3.960132145098271,8.945701882755037,5.619799168822382,6.960132145098271,2,1,443.29999999981374,107.5,157.10000000009313
13,1,13,17,C17,false,C4 - Down Inside Tolerance | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,39,226.18464566929137,10,57.996062992125985,7,235.44803258106523,7,40.5972440944882,up-right,120,54.14489182049992,451.88115800998344,167.23721465514555,255.99950891439522,56.66666793823242,459.3333435058594,58.333335876464844,457.3333435058594,180.33334350585938,234.33334350585938,173.33334350585938,246,13.60554569843759,7.8673009001124194,2.5217761177325,7.452185495875938,6.875273833920205,4.188444055964922,5.452185495875938,25.316621306654138,13.096128850713825,21.666165408535846,11.711232449813938,6.096128850713825,9.999508914395221,2,1,435.70000000018626,90.79999999981374,191.70000000018626
14,1,14,26,C26,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,46,266.78188976377953,10,57.996062992125985,30,1009.0629967759937,15,86.99409448818898,up-right,120,113.57466039699128,504.30421316584847,246.965605278881,273.2643193607957,123.33333587646484,513.6666870117188,120.66667175292969,507.66668701171875,256,275,258.3333435058594,275,2.333343505859375,13.52359654930166,9.758675479473567,9.362473845870284,7.848748654207311,7.092011355938411,3.3624738458702836,9.199612777627749,9.034394721119014,1.735680639204304,11.499480843864841,11.367738226978389,1.735680639204304,2,1,377.5,75.39999999990687,140.39999999990687
15,1,15,36,C36,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,31,179.78779527559055,10,57.996062992125985,24,807.2503974207949,8,46.39685039370079,down,270,176.76267729111552,250.52928295575526,176.76267729111555,430.3170782313458,188,264.3333435058594,178,266,170,439.3333435058594,169.33334350585938,429.66668701171875,9.68961705419213,17.799705315946987,11.237322708884477,13.804060550104111,15.520117697653127,1.2373227088844772,15.470717044244736,11.27061860077649,6.762677291115551,9.016265274513557,7.457748268164919,7.429333785256176,0.6503912196270676,2,1,449.39999999990687,157.40000000037253,155.60000000009313
16,1,16,35,C35,false,C5 - Down Inside Tolerance | Up Inside Tolerance,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,40,231.98425196850394,10,57.996062992125985,8,269.0834658069316,8,46.39685039370079,right,180,50.99012562068941,301.60585998658706,282.97437758919335,301.60585998658706,64.66667175292969,313.3333435058594,66.66667175292969,315,313,301.3333435058594,313,301.3333435058594,0,18.016153413037426,13.676546132240276,11.727483519272312,20.61933765510345,15.676546132240276,13.394140013412937,30.026859082971075,30.025622410806648,0.2725164807276883,30.026859082971075,30.025622410806648,0.2725164807276883,2,1,524.4000000003725,107,141.40000000037253
17,1,17,25,C25,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,55,318.9783464566929,10,57.996062992125985,4,134.5417329034658,7,40.5972440944882,right-up,150,52.06260099332394,401.90360251041625,328.305952281974,242.41442928206982,77,398.3333435058594,78,398.3333435058594,329,252.6666717529297,329,252.6666717529297,0,25.19167756577135,24.93739900667606,3.570259004556874,26.181967393439702,25.93739900667606,3.570259004556874,10.275708146702105,0.6940477180260132,10.25224247085987,10.275708146702105,0.6940477180260132,10.25224247085987,2,1,499.40000000037253,125.3000000002794,182.3000000002794
18,1,18,47,C47,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,39,226.18464566929137,10,57.996062992125985,7,235.44803258106523,7,40.5972440944882,down-left,300,288.9401419603833,306.2139484579289,175.8478191257376,502.0955975535171,292.66668701171875,305.66668701171875,292,302.3333435058594,179.33334350585938,510.66668701171875,183,506.66668701171875,5.426266658212036,3.766514716570313,3.7265450513354494,0.5472614462101433,4.941844394214919,3.0598580396166994,3.8806049520695183,9.252699860306643,3.485524380121774,8.57108945820164,8.48814173379822,7.152180874262399,4.571089458201641,3,1,1637.3999999999069,125.10000000009313,123.70000000018626
19,1,19,10,C10,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,31,179.78779527559055,10,57.996062992125985,12,403.62519871039746,12,69.59527559055118,up,90,182.55232443536377,493.9666158923549,182.55232443536377,314.17882061676437,180.33334350585938,504.66668701171875,178.33334350585938,494.66668701171875,187.33334350585938,319,198.6666717529297,307.66668701171875,16.027735724243346,10.927735278864878,2.218980929504397,10.700071119363827,4.276669224488739,4.218980929504397,0.7000711193638267,6.7898390259106245,4.781019070495603,4.821179383235631,17.380450902123002,16.114347317565915,6.512133605045619,2,1,304.10000000009313,114.79999999981374,140.90000000037253
20,1,20,34,C34,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,40,231.98425196850394,10,57.996062992125985,6,201.81259935519873,12,69.59527559055118,right,180,77.70819217193593,316.51137937023606,309.6924441404399,316.51137937023606,91.33333587646484,332.66668701171875,106,326.66668701171875,323,295.3333435058594,323,295.3333435058594,0,21.133823742049447,13.62514370452891,16.155307641482693,30.059219275843873,28.291807828064066,10.155307641482693,25.012002039583674,13.307555859560125,21.17803586437668,25.012002039583674,13.307555859560125,21.17803586437668,2,1,377.39999999990687,108.90000000037253,148.70000000018626
21,1,21,32,C32,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,40,231.98425196850394,10,57.996062992125985,12,403.62519871039746,6,34.79763779527559,right,180,73.90826882441621,408.6373350629418,305.89252079292015,408.6373350629418,88.33333587646484,398.3333435058594,89,399.3333435058594,320.3333435058594,417.66668701171875,320.3333435058594,417.66668701171875,0,17.727233327976627,14.425067052048632,10.30399155708244,17.7292021470327,15.091731175583789,9.30399155708244,17.0313404417099,14.440822712939223,9.029351948776934,17.0313404417099,14.440822712939223,9.029351948776934,2,1,563.8000000002794,90.6999999997206,116.8000000002794
22,1,22,37,C37,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,31,179.78779527559055,10,57.996062992125985,18,605.4377980655962,9,52.19645669291339,down,270,158.6412896481368,297.37754627222245,158.64128964813682,477.165341547813,166.33334350585938,314,163.6666717529297,313.3333435058594,163.6666717529297,469.66668701171875,162.6666717529297,469.66668701171875,1,18.31594006547878,7.692053857722584,16.622453727777554,16.72847663895636,5.025382104792897,15.955797233636929,9.026864635678285,5.025382104792868,7.49865453609425,8.510788502910499,4.025382104792868,7.49865453609425,2,1,361.10000000009313,131.5,125.39999999990687
23,1,23,16,C16,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,39,226.18464566929137,10,57.996062992125985,28,941.7921303242609,4,23.198425196850394,up-right,120,60.94011389850603,434.8015126746079,174.03243673315166,238.9198635790197,80.33333587646484,442.66668701171875,83.66667175292969,422.3333435058594,178,243,188.6666717529297,246,11.080518322025739,20.92744671572554,19.393221977958817,7.86517433711083,25.922030675296206,22.72655785442366,12.468169168748545,5.691139735611331,3.9675632668483445,4.0801364209802955,16.256972853326335,14.634235019778032,7.0801364209802955,2,1,368.6999999997206,115.79999999981374,148.39999999990687
24,1,24,9,C9,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,31,179.78779527559055,10,57.996062992125985,9,302.7188990327981,18,104.39291338582677,up,90,100.51720419925586,467.7425003591293,100.51720419925584,287.9547050835387,107,475.66668701171875,110.66667175292969,465.3333435058594,110,285.3333435058594,120.33333587646484,280,11.628515953780509,10.23813339917111,6.482795800744142,7.924186652589469,10.431477765241855,10.14946755367383,2.4091568532699057,9.838442596241775,9.482795800744157,2.6213615776793517,21.353135779425063,19.816131677209,7.954705083538727,2,1,337.90000000037253,106.59999999962747,157.70000000018626
25,1,25,13,C13,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,41,237.78385826771654,10,57.996062992125985,10,336.35433225866456,30,173.98818897637796,up-left,60,259.2017057445415,508.0450698437277,140.30977661068323,302.11820797400674,266.66668701171875,511,264.66668701171875,506.3333435058594,143.33334350585938,341,144.6666717529297,337.66668701171875,3.5900890925268234,8.028546415619358,7.464981267177222,2.954930156272326,5.726781583607845,5.464981267177222,1.7117263378682992,38.99917573388184,3.0235668951761454,38.88179202599326,35.81447887621962,4.356895142246458,35.54847903771201,2,1,344.89999999990687,130.90000000037253,116.70000000018626
26,1,26,41,C41,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,41,237.78385826771654,10,57.996062992125985,30,1009.0629967759937,10,57.996062992125985,down-right,240,52.045542763277425,263.308241211386,170.9374718971358,469.2351030811069,74.33333587646484,271.3333435058594,79.66667175292969,271.3333435058594,145.6666717529297,465,145.6666717529297,476.3333435058594,11.333343505859375,23.688562402412817,22.28779311318742,8.025102294473356,28.763327928106133,27.621128989652263,8.025102294473356,25.623220680390833,25.270800144206106,4.2351030811068995,26.24877820120391,25.270800144206106,7.0982404247524755,2,1,515.5,129,124.1999999997206
27,1,27,30,C30,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,37,214.58543307086617,10,57.996062992125985,15,504.53149838799686,10,57.996062992125985,left-up,30,295.0320452836777,362.0626151465202,109.19560896222217,254.76989861108714,299.66668701171875,347,291,347,108.33333587646484,266.66668701171875,108.33333587646484,265.3333435058594,1.333343505859375,15.759513920152475,4.634641728041061,15.062615146520216,15.592939563206409,4.032045283677689,15.062615146520216,11.927996022963129,0.8622730857573231,11.896788400631607,10.598579287777724,0.8622730857573231,10.563444894772232,2,1,337.70000000018626,107.39999999990687,83.39999999990687
28,1,28,23,C23,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,34,197.18661417322835,10,57.996062992125985,6,201.81259935519873,18,104.39291338582677,right-up,150,151.91587529131166,489.4563674148255,322.6844924515681,390.8630603282113,165.6666717529297,496.66668701171875,164.33334350585938,470,328.66668701171875,390.3333435058594,329,385,5.343748730961192,15.526529297244439,13.750796461618023,7.210319596893271,23.081242380772863,12.41746821454771,19.45636741482548,6.00560169070335,5.982194560150674,0.5297168223519293,8.617488729702282,6.315507548431924,5.863060328211304,2,1,378.5,114.70000000018626,141
29,1,29,4,C4,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,40,231.98425196850394,10,57.996062992125985,6,201.81259935519873,12,69.59527559055118,left,360,282.01120735510943,371.9691552424691,50.026955386605515,371.9691552424692,277,377.66668701171875,275.3333435058594,375,33,397,55,387.3333435058594,24.030069658153533,7.587757733185187,5.011207355109434,5.697531769249622,7.333477042533998,6.677863849250059,3.030844757530872,30.273096951139017,17.026955386605515,25.030844757530815,16.14897686293806,4.973044613394485,15.36418826339019,2,1,361.5,114.20000000018626,133.60000000009313
30,1,30,40,C40,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,31,179.78779527559055,10,57.996062992125985,12,403.62519871039746,12,69.59527559055118,down,270,296.2690762231589,310.54520895953056,296.26907622315895,490.3330042351211,294.3333435058594,328,296.66668701171875,324.3333435058594,286.66668701171875,490.3333435058594,283,496,6.749488089069652,17.561799207919336,1.9357327172995156,17.454791040469445,13.79386634003844,0.39761078855985943,13.78813454632882,9.602389217433739,9.602389211440197,0.0003392707382658955,14.428555881139228,13.269076223158947,5.666995764878891,3,1,508.29999999981374,147.79999999981374,159.6000000005588
31,1,31,57,C57,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,46,266.78188976377953,10,57.996062992125985,20,672.7086645173291,20,115.99212598425197,down-left,300,211.00977304775893,245.30589719082147,77.61882816586913,476.3457909958742,213.33334350585938,257.3333435058594,214.33334350585938,258.66668701171875,104.33333587646484,457.66668701171875,103.66667175292969,462.66668701171875,5.044248314031427,12.249834469692889,2.3235704581004484,12.027446315037906,13.767963728458557,3.3235704581004484,13.360789820897281,32.59714478095237,26.71450771059571,18.67910398415546,29.42121753675924,26.047843587060555,13.67910398415546,3,1,417.59999999962747,117.40000000037253,125.79999999981374
32,1,32,51,C51,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,47,272.58149606299213,10,57.996062992125985,12,403.62519871039746,4,23.198425196850394,left-down,330,312.4630779321591,264.0481352948872,76.40057774004002,400.3388833263834,298,268.66668701171875,303,273.3333435058594,89.66667175292969,399,89,400.66668701171875,1.7950757146110352,15.18260989529649,14.46307793215908,4.6185517168315755,13.257636873561658,9.46307793215908,9.2852082109722,13.333486375306892,13.266094012889667,1.3388833263833817,12.603685831569052,12.59942225995998,0.3278036853353683,2,1,628.9000000003725,146.3999999994412,149.29999999981374
33,1,33,38,C38,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,31,179.78779527559055,10,57.996062992125985,8,269.0834658069316,24,139.19055118110236,down,270,207.11302330159754,274.2220265272524,207.11302330159756,454.00982180284296,205.33334350585938,287,205.6666717529297,286.3333435058594,201,489.3333435058594,208.6666717529297,482,10.609231015587314,12.901312578400685,1.7796797957381614,12.77797347274759,12.197373969778381,1.4463515486678489,12.111316978606965,35.84857374274946,6.113023301597565,35.32352170301641,28.03326415205571,1.5536484513321227,27.990178197157036,2,1,546.9000000003725,148.20000000018626,124.90000000037253
34,1,34,27,C27,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,46,266.78188976377953,10,57.996062992125985,20,672.7086645173291,20,115.99212598425197,up-right,120,61.11536313399796,505.7987899302959,194.50630801588767,274.75889612524315,84,518,89,510,241.33334350585938,292.66668701171875,241.33334350585938,292.66668701171875,0,25.934072793408824,22.88463686600204,12.201210069704075,28.19934643211759,27.88463686600204,4.201210069704075,50.134421580514996,46.827035489971706,17.907790886475595,50.134421580514996,46.827035489971706,17.907790886475595,2,1,467.09999999962747,165.70000000018626,141.69999999925494
35,1,35,22,C22,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,47,272.58149606299213,10,57.996062992125985,6,201.81259935519873,6,34.79763779527559,right-up,150,65.64596738385143,430.0559427722346,301.7084675759706,293.76519474073854,89.33333587646484,432.3333435058594,92.66667175292969,431,300,291.66668701171875,302.66668701171875,295.3333435058594,4.533827242462277,23.796595979391036,23.687368492613416,2.277400733624802,27.037191212299053,27.02070436907826,0.9440572277654269,2.706029590913336,1.7084675759705874,2.0985077290197864,1.8377363893103762,0.9582194357481626,1.5681487651208386,2,1,369.6000000005588,131.09999999962747,149.6000000005588
36,1,36,50,C50,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,38,220.38503937007874,10,57.996062992125985,13,437.2606319362639,17,98.59330708661417,right-down,210,104.27781832197459,337.18697094963613,295.13686103049645,447.37949063467556,100,360.66668701171875,107.66667175292969,366,295,451,296,444.3333435058594,6.741239412071594,23.86622709922626,4.277818321974593,23.479716062082616,29.011635090659887,3.388853430955095,28.813029050363866,3.623095224538062,0.1368610304964477,3.6205093653244376,3.1660734689944827,0.8631389695035523,3.0461471288161874,2,1,532,146.70000000018626,124.6000000005588
37,1,37,53,C53,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,34,197.18661417322835,10,57.996062992125985,6,201.81259935519873,18,104.39291338582677,left-down,330,212.50052422440277,255.15589509695027,41.73190706414645,353.74920218356453,206.6666717529297,254.6666717529297,207,261,44,391.3333435058594,56.333335876464844,386.3333435058594,13.308312208604622,5.854329520897098,5.8338524714730795,0.4892233440205871,8.02554227831936,5.500524224402767,5.844104903049725,37.65251551357358,2.268092935853552,37.58414132229484,35.70613377379976,14.601428812318396,32.58414132229484,2,1,452.29999999981374,180.90000000037253,166.79999999981374
38,1,38,14,C14,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,41,237.78385826771654,10,57.996062992125985,12,403.62519871039746,20,115.99212598425197,up-left,60,199.92836681607508,491.4446217080946,81.03643768221679,285.51775983837365,194.6666717529297,491.66668701171875,193,491.66668701171875,85.33333587646484,296.3333435058594,84.66667175292969,300.66668701171875,4.384325146859265,5.266379015661741,5.261695063145396,0.22206530362416288,6.931924677689746,6.9283668160750835,0.22206530362416288,11.63787713288451,4.296898194248058,10.815583667485726,15.57782378612232,3.630234070712902,15.1489271733451,4,1,377.69999999925494,123.90000000037253,116.19999999925494
39,1,39,58,C58,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,53,307.3791338582677,10,57.996062992125985,10,336.35433225866456,4,23.198425196850394,right-down,210,47.039832361381,297.07431711051004,313.2379708758983,450.7638840396439,52.333335876464844,313,52.333335876464844,313,314.3333435058594,462.3333435058594,314.3333435058594,462.3333435058594,0,16.78238823769723,5.293503515083842,15.925682889489963,16.78238823769723,5.293503515083842,15.925682889489963,11.621197594863881,1.095372629961048,11.569459466215449,11.621197594863881,1.095372629961048,11.569459466215449,2,1,874.4000000003725,134.59999999962747,116.1000000005588
40,1,40,45,C45,false,C1 - Down Target | Up Target,0,Da,rectangle,touch,147.31,5.7996062992125985,360,752,41,237.78385826771654,10,57.996062992125985,15,504.53149838799686,15,86.99409448818898,down-right,240,175.06966792083432,276.0453384683364,293.9615970546927,481.9722003380573,179.33334350585938,275.66668701171875,179.6666717529297,277.3333435058594,285,476.3333435058594,284.3333435058594,478.3333435058594,2.108181889965823,4.280456333142229,4.263675585025055,0.37865145661766064,4.774034060308328,4.597003832095368,1.2880050375229644,10.588055919039224,8.961597054692675,5.6388568321979164,10.292936677443153,9.6282535488333,3.6388568321979164,3,1,1004.6999999992549,133.3999999994412,126.29999999981374
