serial_number,block_number,trial_number,trial_id,trial_category,trial_gets_repeated,click_category,trial_repetitions,username,shape,int_device,ppi,mm_in_pixel,window_inner_width,window_inner_height,amplitude_mm,amplitude_px,start_size_mm,start_size_px,target_width_mm,target_width_px,target_height_mm,target_height_px,trial_direction,trial_angle_degree,start_center_x_px,start_center_y_px,target_center_x_px,target_center_y_px,start_click_touchdown_position_x_px,start_click_touchdown_position_y_px,start_click_touchup_position_x_px,start_click_touchup_position_y_px,target_click_touchdown_position_x_px,target_click_touchdown_position_y_px,target_click_touchup_position_x_px,target_click_touchup_position_y_px,click_distance_between_target_touchdown_touchup_px,click_distance_to_start_center_touchdown_px,click_distance_to_start_center_touchup_px,click_distance_to_target_center_touchdown_px,click_distance_to_target_center_touchup_px,total_clicks_amount,clicks_amount_after_start_click,click_time_from_start_to_target_ms,start_click_time_touchdown_to_touchup_ms,target_click_time_touchdown_to_touchup_ms
31,1,31,31,C15,false,C1 - Down Target | Up Target,0,none,rectangle,touch,155.61,6.126377952755907,412,826,35,214.4232283464567,10,61.263779527559066,18,675.5851227602458,4,24.505511811023627,right,180,73.36408328465666,751.9099504860555,287.78731163111337,751.9099504860555,66.59598541259766,748.0811157226562,70.01116180419922,748.2931518554688,296.61834716796875,755.078857421875,297.421875,754.65478515625,0.9085671484932533,7.776060985562328,4.931867271969863,9.382385614601823,10.017930358901163,2,1,451.69999998807907,50,48.099999994039536
32,1,32,32,C16,false,C1 - Down Target | Up Target,0,none,rectangle,touch,155.61,6.126377952755907,412,826,35,214.4232283464567,10,61.263779527559066,14,525.455095480191,3,18.379133858267718,right,180,98.51351384229935,293.9835727900486,312.93674218875606,293.9835727900486,101.8526840209961,304.0409240722656,103.05803680419922,304.25299072265625,322.734375,300.2239685058594,323.5379638671875,301.28424072265625,1.3303880039969727,10.597186999209292,11.230032663612297,11.616201934964526,12.871893929700116,2,1,602,52.5,63.900000005960464
33,1,33,33,C1,false,C1 - Down Target | Up Target,0,none,rectangle,touch,155.61,6.126377952755907,412,826,20,122.52755905511813,10,61.263779527559066,5,187.66253410006826,8,49.011023622047254,up,90,102.72577262679319,352.93728178085905,102.72577262679317,230.4097227257409,117.62277221679688,364.6882629394531,115.9151840209961,358.9627990722656,115.41294860839844,223.4605712890625,114.70982360839844,221.76414489746094,1.8363679554346666,18.973828158128843,14.500601075630247,14.46565380748865,14.777127390482901,2,1,241.19999998807907,59.89999997615814,48.30000001192093
34,1,34,34,C2,false,C1 - Down Target | Up Target,0,none,rectangle,touch,155.61,6.126377952755907,412,826,20,122.52755905511813,10,61.263779527559066,10,375.3250682001365,6,36.758267716535435,up,90,221.83056000441192,684.4701257910393,221.83056000441192,561.9425667359212,224.49777221679688,682.1324462890625,225.5022430419922,680.0119018554688,220.27902221679688,557.8690795898438,220.78125,556.172607421875,1.7692514131444734,3.546655669762437,5.775553392372805,4.358963986505939,5.864595635771289,2,1,225.69999998807907,42.5,64.69999998807907
35,1,35,35,C3,false,C1 - Down Target | Up Target,0,none,rectangle,touch,155.61,6.126377952755907,412,826,20,122.52755905511813,10,61.263779527559066,4,150.1300272800546,8,49.011023622047254,up,90,365.5086958105474,377.63538632069685,365.5086958105474,255.10782726557875,368.2366027832031,390.34674072265625,367.9352722167969,387.8020935058594,371.4508972167969,256.3288879394531,371.65179443359375,255.69271850585938,0.6671365976737622,13.00076948429116,10.452282432282523,6.066361901643825,6.17087987692443,2,1,259,70.7000000178814,47.400000005960464
36,1,36,36,C4,false,C1 - Down Target | Up Target,0,none,rectangle,touch,155.61,6.126377952755907,412,826,20,122.52755905511813,10,61.263779527559066,9,337.7925613801229,10,61.263779527559066,up,90,284.19515553796134,193.95690939538008,284.19515553796134,71.42935034026195,299.83258056640625,207.55654907226562,298.2254638671875,205.6480712890625,296.5178527832031,77.14360046386719,296.41741943359375,76.2953872680664,0.8541384450101361,20.723881413995663,18.262880885485863,13.583133728010335,13.15530501802357,2,1,268.2999999821186,79.30000001192093,47.29999998211861
37,1,37,37,C5,false,C1 - Down Target | Up Target,0,none,rectangle,touch,155.61,6.126377952755907,412,826,20,122.52755905511813,10,61.263779527559066,10,375.3250682001365,5,30.631889763779533,up,90,84.50957155419557,360.8947539987712,84.50957155419556,238.36719494365303,97.43303680419922,364.9002990722656,97.23214721679688,363.2038879394531,98.13616180419922,246.15029907226562,97.6339340209961,244.02976989746094,2.1791917601301116,13.529979504930793,12.93043042773999,15.692694852010638,14.293832420574098,2,1,208,72,47.30000001192093
38,1,38,38,C6,false,C1 - Down Target | Up Target,0,none,rectangle,touch,155.61,6.126377952755907,412,826,20,122.52755905511813,10,61.263779527559066,8,300.2600545601092,16,98.02204724409451,up,90,73.0115831386498,361.5650478757318,73.01158313864978,239.03748882061367,82.16517639160156,367.4449462890625,82.66741180419922,365.5364685058594,82.76786804199219,244.45387268066406,81.5625,242.54539489746094,2.257254873875787,10.879405994426941,10.440651753595116,11.15895645813717,9.242487988291106,2,1,209,55.70000001788139,45.5
39,1,39,39,C7,false,C1 - Down Target | Up Target,0,none,rectangle,touch,155.61,6.126377952755907,412,826,20,122.52755905511813,10,61.263779527559066,12,450.3900818401638,4,24.505511811023627,up,90,331.65668928394086,791.0207191226995,331.65668928394086,668.4931600675814,334.6875,781.37353515625,334.58709716796875,780.1011962890625,330.06695556640625,662.4114990234375,329.5647277832031,660.7150268554688,1.7692514131444734,10.112070612841785,11.305895333015062,6.286004641147139,8.054542767031414,2,1,258.40000000596046,42.80000001192093,55.400000005960464
40,1,40,40,C8,false,C4 - Down Inside Tolerance | Up Target,0,none,rectangle,touch,155.61,6.126377952755907,412,826,20,122.52755905511813,10,61.263779527559066,5,187.66253410006826,3,18.379133858267718,up,90,61.17591967995195,524.6406676378432,61.175919679951946,402.1131085827251,53.03571701049805,523.9404907226562,53.83928680419922,523.7284545898438,61.37276840209961,413.8846740722656,60.66964340209961,410.7038879394531,3.2575735123427836,8.170259923181465,7.393126172230274,11.773211265154162,8.605684494884795,3,1,251.10000002384186,40.79999998211861,47.69999998807907
